"TimeInstant","position","presenceStatus:parking","type","id","latitude","longitude"
"2015-12-28T08:49:34.000Z","43.463083899,-3.801594079","true","urn:smartsantander:entityType:parkingSensor","urn:x-iot:smartsantander:u7jcfa:fixed:np3630","43.463083899","-3.801594079"
"2015-12-26T13:44:48.000Z","43.463077572,-3.801645711","true","urn:smartsantander:entityType:parkingSensor","urn:x-iot:smartsantander:u7jcfa:fixed:np3629","43.463077572","-3.801645711"
"2015-12-28T08:36:40.000Z","43.463072218,-3.801704049","true","urn:smartsantander:entityType:parkingSensor","urn:x-iot:smartsantander:u7jcfa:fixed:np3628","43.463072218","-3.801704049"
"2015-12-27T22:27:33.000Z","43.463064918,-3.801763058","true","urn:smartsantander:entityType:parkingSensor","urn:x-iot:smartsantander:u7jcfa:fixed:np3627","43.463064918","-3.801763058"
"2015-12-28T07:39:20.000Z","43.463061511,-3.801823407","true","urn:smartsantander:entityType:parkingSensor","urn:x-iot:smartsantander:u7jcfa:fixed:np3626","43.463061511","-3.801823407"
"2015-12-08T09:55:15.000Z","43.463054697,-3.801886439","true","urn:smartsantander:entityType:parkingSensor","urn:x-iot:smartsantander:u7jcfa:fixed:np3625","43.463054697","-3.801886439"
"2015-12-28T05:43:39.000Z","43.463048857,-3.801953495","true","urn:smartsantander:entityType:parkingSensor","urn:x-iot:smartsantander:u7jcfa:fixed:np3624","43.463048857","-3.801953495"
"2015-12-28T08:25:28.000Z","43.463042530,-3.802011833","true","urn:smartsantander:entityType:parkingSensor","urn:x-iot:smartsantander:u7jcfa:fixed:np3623","43.463042530","-3.802011833"
"2015-12-28T07:09:10.000Z","43.463036203,-3.802059442","true","urn:smartsantander:entityType:parkingSensor","urn:x-iot:smartsantander:u7jcfa:fixed:np3622","43.463036203","-3.802059442"
"2015-12-28T07:38:22.000Z","43.463029876,-3.802122474","true","urn:smartsantander:entityType:parkingSensor","urn:x-iot:smartsantander:u7jcfa:fixed:np3621","43.463029876","-3.802122474"
"2015-12-27T21:30:42.000Z","43.463023548,-3.802177459","true","urn:smartsantander:entityType:parkingSensor","urn:x-iot:smartsantander:u7jcfa:fixed:np3620","43.463023548","-3.802177459"
"2015-12-28T07:38:32.000Z","43.463017708,-3.802238479","true","urn:smartsantander:entityType:parkingSensor","urn:x-iot:smartsantander:u7jcfa:fixed:np3619","43.463017708","-3.802238479"
"2015-12-09T06:44:55.000Z","43.463010408,-3.802311569","true","urn:smartsantander:entityType:parkingSensor","urn:x-iot:smartsantander:u7jcfa:fixed:np3618","43.463010408","-3.802311569"
"2015-12-25T17:26:52.000Z","43.463007001,-3.802369237","true","urn:smartsantander:entityType:parkingSensor","urn:x-iot:smartsantander:u7jcfa:fixed:np3617","43.463007001","-3.802369237"
"2015-12-25T17:28:06.000Z","43.463002134,-3.802423552","true","urn:smartsantander:entityType:parkingSensor","urn:x-iot:smartsantander:u7jcfa:fixed:np3616","43.463002134","-3.802423552"
"2015-12-28T07:43:40.000Z","43.462925235,-3.803205416","true","urn:smartsantander:entityType:parkingSensor","urn:x-iot:smartsantander:u7jcfa:fixed:np3615","43.462925235","-3.803205416"
"2015-12-28T05:36:59.000Z","43.462917935,-3.803268448","true","urn:smartsantander:entityType:parkingSensor","urn:x-iot:smartsantander:u7jcfa:fixed:np3614","43.462917935","-3.803268448"
"2015-12-28T08:20:36.000Z","43.462913068,-3.803329468","true","urn:smartsantander:entityType:parkingSensor","urn:x-iot:smartsantander:u7jcfa:fixed:np3613","43.462913068","-3.803329468"
"2015-12-28T08:17:54.000Z","43.462907227,-3.803390488","true","urn:smartsantander:entityType:parkingSensor","urn:x-iot:smartsantander:u7jcfa:fixed:np3612","43.462907227","-3.803390488"
"2015-12-28T08:20:28.000Z","43.462899440,-3.803448156","true","urn:smartsantander:entityType:parkingSensor","urn:x-iot:smartsantander:u7jcfa:fixed:np3611","43.462899440","-3.803448156"
"2015-12-28T08:20:12.000Z","43.462893600,-3.803505152","true","urn:smartsantander:entityType:parkingSensor","urn:x-iot:smartsantander:u7jcfa:fixed:np3610","43.462893600","-3.803505152"
"2015-12-28T03:27:09.000Z","43.463096067,-3.798491433","false","urn:smartsantander:entityType:parkingSensor","urn:x-iot:smartsantander:u7jcfa:fixed:np3609","43.463096067","-3.798491433"
"2015-12-28T03:33:19.000Z","43.463091200,-3.798549101","true","urn:smartsantander:entityType:parkingSensor","urn:x-iot:smartsantander:u7jcfa:fixed:np3608","43.463091200","-3.798549101"
"2015-12-28T07:20:24.000Z","43.463083899,-3.798620179","true","urn:smartsantander:entityType:parkingSensor","urn:x-iot:smartsantander:u7jcfa:fixed:np3607","43.463083899","-3.798620179"
"2015-12-28T07:07:50.000Z","43.463079032,-3.798686564","false","urn:smartsantander:entityType:parkingSensor","urn:x-iot:smartsantander:u7jcfa:fixed:np3606","43.463079032","-3.798686564"
"2015-12-28T05:55:36.000Z","43.463072705,-3.798752278","false","urn:smartsantander:entityType:parkingSensor","urn:x-iot:smartsantander:u7jcfa:fixed:np3605","43.463072705","-3.798752278"
"2015-12-28T06:25:28.000Z","43.463066378,-3.798816651","false","urn:smartsantander:entityType:parkingSensor","urn:x-iot:smartsantander:u7jcfa:fixed:np3604","43.463066378","-3.798816651"
"2015-12-28T06:43:23.000Z","43.463060051,-3.798878342","false","urn:smartsantander:entityType:parkingSensor","urn:x-iot:smartsantander:u7jcfa:fixed:np3603","43.463060051","-3.798878342"
"2015-12-28T07:10:42.000Z","43.463055671,-3.798923269","true","urn:smartsantander:entityType:parkingSensor","urn:x-iot:smartsantander:u7jcfa:fixed:np3602","43.463055671","-3.798923269"
"2015-12-28T07:00:42.000Z","43.463051290,-3.798970208","false","urn:smartsantander:entityType:parkingSensor","urn:x-iot:smartsantander:u7jcfa:fixed:np3601","43.463051290","-3.798970208"
"1970-01-01T00:00:08.000Z","43.463653686,-3.798428383","true","urn:smartsantander:entityType:parkingSensor","urn:x-iot:smartsantander:u7jcfa:fixed:np3750","43.463653686","-3.798428383"
"2015-12-27T21:56:47.000Z","43.463748592,-3.798441123","false","urn:smartsantander:entityType:parkingSensor","urn:x-iot:smartsantander:u7jcfa:fixed:np3749","43.463748592","-3.798441123"
"2015-12-25T17:04:28.000Z","43.463792881,-3.798441123","true","urn:smartsantander:entityType:parkingSensor","urn:x-iot:smartsantander:u7jcfa:fixed:np3748","43.463792881","-3.798441123"
"2015-12-28T01:45:25.000Z","43.463622051,-3.798421677","false","urn:smartsantander:entityType:parkingSensor","urn:x-iot:smartsantander:u7jcfa:fixed:np3751","43.463622051","-3.798421677"
"2015-12-27T20:28:23.000Z","43.462713520,-3.799576387","true","urn:smartsantander:entityType:parkingSensor","urn:x-iot:smartsantander:u7jcfa:fixed:np3826","43.462713520","-3.799576387"
"2015-12-27T08:16:23.000Z","43.462758783,-3.799583763","true","urn:smartsantander:entityType:parkingSensor","urn:x-iot:smartsantander:u7jcfa:fixed:np3825","43.462758783","-3.799583763"
"2015-12-27T21:28:48.000Z","43.462803073,-3.799592480","true","urn:smartsantander:entityType:parkingSensor","urn:x-iot:smartsantander:u7jcfa:fixed:np3824","43.462803073","-3.799592480"
"2015-12-28T08:20:12.000Z","43.462844443,-3.799601197","true","urn:smartsantander:entityType:parkingSensor","urn:x-iot:smartsantander:u7jcfa:fixed:np3823","43.462844443","-3.799601197"
"2015-12-28T07:50:02.000Z","43.462884839,-3.799608573","true","urn:smartsantander:entityType:parkingSensor","urn:x-iot:smartsantander:u7jcfa:fixed:np3822","43.462884839","-3.799608573"
"2015-12-24T11:40:34.000Z","43.463411933,-3.799704462","true","urn:smartsantander:entityType:parkingSensor","urn:x-iot:smartsantander:u7jcfa:fixed:np3819","43.463411933","-3.799704462"
"2015-12-24T22:36:14.000Z","43.463452329,-3.799711838","true","urn:smartsantander:entityType:parkingSensor","urn:x-iot:smartsantander:u7jcfa:fixed:np3818","43.463452329","-3.799711838"
"2015-07-26T20:42:58.000Z","43.463492725,-3.799720556","true","urn:smartsantander:entityType:parkingSensor","urn:x-iot:smartsantander:u7jcfa:fixed:np3817","43.463492725","-3.799720556"
"2015-12-27T23:45:01.000Z","43.463539447,-3.799729273","true","urn:smartsantander:entityType:parkingSensor","urn:x-iot:smartsantander:u7jcfa:fixed:np3816","43.463539447","-3.799729273"
"2015-12-28T00:00:24.000Z","43.463584223,-3.799735978","false","urn:smartsantander:entityType:parkingSensor","urn:x-iot:smartsantander:u7jcfa:fixed:np3815","43.463584223","-3.799735978"
"2015-12-27T20:37:23.000Z","43.463627052,-3.799744025","true","urn:smartsantander:entityType:parkingSensor","urn:x-iot:smartsantander:u7jcfa:fixed:np3814","43.463627052","-3.799744025"
"2015-12-27T15:27:37.000Z","43.463868939,-3.799785599","true","urn:smartsantander:entityType:parkingSensor","urn:x-iot:smartsantander:u7jcfa:fixed:np3813","43.463868939","-3.799785599"
"2015-12-27T21:04:40.000Z","43.463910795,-3.799792305","true","urn:smartsantander:entityType:parkingSensor","urn:x-iot:smartsantander:u7jcfa:fixed:np3812","43.463910795","-3.799792305"
"2015-12-27T04:08:21.000Z","43.463952163,-3.799803033","true","urn:smartsantander:entityType:parkingSensor","urn:x-iot:smartsantander:u7jcfa:fixed:np3811","43.463952163","-3.799803033"
"2015-12-25T07:39:10.000Z","43.463992072,-3.799808398","true","urn:smartsantander:entityType:parkingSensor","urn:x-iot:smartsantander:u7jcfa:fixed:np3810","43.463992072","-3.799808398"
"2015-12-24T05:36:49.000Z","43.464043175,-3.799815103","true","urn:smartsantander:entityType:parkingSensor","urn:x-iot:smartsantander:u7jcfa:fixed:np3809","43.464043175","-3.799815103"
"2015-12-28T03:38:22.000Z","43.464083083,-3.799821809","true","urn:smartsantander:entityType:parkingSensor","urn:x-iot:smartsantander:u7jcfa:fixed:np3808","43.464083083","-3.799821809"
"2015-12-22T12:04:07.000Z","43.464125912,-3.799827844","true","urn:smartsantander:entityType:parkingSensor","urn:x-iot:smartsantander:u7jcfa:fixed:np3807","43.464125912","-3.799827844"
"2015-12-27T19:50:45.000Z","43.464162901,-3.799839243","true","urn:smartsantander:entityType:parkingSensor","urn:x-iot:smartsantander:u7jcfa:fixed:np3806","43.464162901","-3.799839243"
"2015-12-22T09:11:18.000Z","43.464202322,-3.799846619","true","urn:smartsantander:entityType:parkingSensor","urn:x-iot:smartsantander:u7jcfa:fixed:np3805","43.464202322","-3.799846619"
"2015-12-28T06:42:36.000Z","43.462714980,-3.799510002","true","urn:smartsantander:entityType:parkingSensor","urn:x-iot:smartsantander:u7jcfa:fixed:np3803","43.462714980","-3.799510002"
"2015-12-27T18:25:16.000Z","43.462761704,-3.799518049","true","urn:smartsantander:entityType:parkingSensor","urn:x-iot:smartsantander:u7jcfa:fixed:np3802","43.462761704","-3.799518049"
"2015-12-27T19:11:00.000Z","43.462820108,-3.799528778","true","urn:smartsantander:entityType:parkingSensor","urn:x-iot:smartsantander:u7jcfa:fixed:np3801","43.462820108","-3.799528778"
"2015-12-28T08:12:34.000Z","43.462863911,-3.799538836","false","urn:smartsantander:entityType:parkingSensor","urn:x-iot:smartsantander:u7jcfa:fixed:np3800","43.462863911","-3.799538836"
"2015-12-21T17:36:22.000Z","43.462904794,-3.799544200","true","urn:smartsantander:entityType:parkingSensor","urn:x-iot:smartsantander:u7jcfa:fixed:np3799","43.462904794","-3.799544200"
"2015-12-16T07:23:43.000Z","43.463877213,-3.799724579","true","urn:smartsantander:entityType:parkingSensor","urn:x-iot:smartsantander:u7jcfa:fixed:np3788","43.463877213","-3.799724579"
"2015-12-28T00:38:28.000Z","43.463914688,-3.799733967","false","urn:smartsantander:entityType:parkingSensor","urn:x-iot:smartsantander:u7jcfa:fixed:np3787","43.463914688","-3.799733967"
"2015-12-24T16:46:36.000Z","43.463958490,-3.799741343","true","urn:smartsantander:entityType:parkingSensor","urn:x-iot:smartsantander:u7jcfa:fixed:np3786","43.463958490","-3.799741343"
"2015-12-20T19:52:55.000Z","43.463996452,-3.799746037","true","urn:smartsantander:entityType:parkingSensor","urn:x-iot:smartsantander:u7jcfa:fixed:np3785","43.463996452","-3.799746037"
"2015-12-26T12:47:54.000Z","43.464036848,-3.799751401","true","urn:smartsantander:entityType:parkingSensor","urn:x-iot:smartsantander:u7jcfa:fixed:np3784","43.464036848","-3.799751401"
"2015-12-25T11:18:40.000Z","43.464080163,-3.799762130","true","urn:smartsantander:entityType:parkingSensor","urn:x-iot:smartsantander:u7jcfa:fixed:np3783","43.464080163","-3.799762130"
"2015-12-28T05:31:45.000Z","43.464119585,-3.799768835","true","urn:smartsantander:entityType:parkingSensor","urn:x-iot:smartsantander:u7jcfa:fixed:np3782","43.464119585","-3.799768835"
"2015-12-27T01:05:30.000Z","43.464159980,-3.799778223","true","urn:smartsantander:entityType:parkingSensor","urn:x-iot:smartsantander:u7jcfa:fixed:np3781","43.464159980","-3.799778223"
"2015-12-22T10:25:55.000Z","43.464200376,-3.799782917","true","urn:smartsantander:entityType:parkingSensor","urn:x-iot:smartsantander:u7jcfa:fixed:np3780","43.464200376","-3.799782917"
"2015-12-16T08:42:12.000Z","43.464245638,-3.799787611","true","urn:smartsantander:entityType:parkingSensor","urn:x-iot:smartsantander:u7jcfa:fixed:np3779","43.464245638","-3.799787611"
"2015-12-28T00:01:12.000Z","43.462829842,-3.798339218","false","urn:smartsantander:entityType:parkingSensor","urn:x-iot:smartsantander:u7jcfa:fixed:np3778","43.462829842","-3.798339218"
"2015-12-28T00:01:16.000Z","43.462873645,-3.798347935","false","urn:smartsantander:entityType:parkingSensor","urn:x-iot:smartsantander:u7jcfa:fixed:np3777","43.462873645","-3.798347935"
"2015-12-27T09:20:06.000Z","43.462913068,-3.798353970","true","urn:smartsantander:entityType:parkingSensor","urn:x-iot:smartsantander:u7jcfa:fixed:np3776","43.462913068","-3.798353970"
"2015-12-28T04:32:35.000Z","43.462950543,-3.798360676","true","urn:smartsantander:entityType:parkingSensor","urn:x-iot:smartsantander:u7jcfa:fixed:np3775","43.462950543","-3.798360676"
"2015-12-26T12:06:30.000Z","43.462979259,-3.798364699","true","urn:smartsantander:entityType:parkingSensor","urn:x-iot:smartsantander:u7jcfa:fixed:np3774","43.462979259","-3.798364699"
"2015-12-27T22:56:33.000Z","43.463038483,-3.798377064","true","urn:smartsantander:entityType:parkingSensor","urn:x-iot:smartsantander:u7jcfa:fixed:np3773","43.463038483","-3.798377064"
"2015-12-28T07:02:56.000Z","43.463224888,-3.798410591","false","urn:smartsantander:entityType:parkingSensor","urn:x-iot:smartsantander:u7jcfa:fixed:np3772","43.463224888","-3.798410591"
"2015-12-28T06:17:27.000Z","43.463267871,-3.798417002","false","urn:smartsantander:entityType:parkingSensor","urn:x-iot:smartsantander:u7jcfa:fixed:np3771","43.463267871","-3.798417002"
"2015-12-26T13:40:40.000Z","43.463313467,-3.798429367","true","urn:smartsantander:entityType:parkingSensor","urn:x-iot:smartsantander:u7jcfa:fixed:np3770","43.463313467","-3.798429367"
"2015-12-26T10:20:36.000Z","43.463344615,-3.798433390","true","urn:smartsantander:entityType:parkingSensor","urn:x-iot:smartsantander:u7jcfa:fixed:np3769","43.463344615","-3.798433390"
"2015-12-28T06:16:53.000Z","43.463381604,-3.798441437","false","urn:smartsantander:entityType:parkingSensor","urn:x-iot:smartsantander:u7jcfa:fixed:np3768","43.463381604","-3.798441437"
"2015-12-27T20:02:17.000Z","43.462885000,-3.798283000","true","urn:smartsantander:entityType:parkingSensor","urn:x-iot:smartsantander:u7jcfa:fixed:np3767","43.462885000","-3.798283000"
"2015-12-27T13:10:59.000Z","43.462931000,-3.798293000","true","urn:smartsantander:entityType:parkingSensor","urn:x-iot:smartsantander:u7jcfa:fixed:np3766","43.462931000","-3.798293000"
"2015-12-27T22:08:11.000Z","43.462978000,-3.798300000","false","urn:smartsantander:entityType:parkingSensor","urn:x-iot:smartsantander:u7jcfa:fixed:np3765","43.462978000","-3.798300000"
"2015-12-27T23:25:01.000Z","43.463014000,-3.798306000","true","urn:smartsantander:entityType:parkingSensor","urn:x-iot:smartsantander:u7jcfa:fixed:np3764","43.463014000","-3.798306000"
"2015-12-27T23:25:01.000Z","43.463036000,-3.798312000","true","urn:smartsantander:entityType:parkingSensor","urn:x-iot:smartsantander:u7jcfa:fixed:np3763","43.463036000","-3.798312000"
"2015-12-28T07:14:47.000Z","43.463233315,-3.798347265","false","urn:smartsantander:entityType:parkingSensor","urn:x-iot:smartsantander:u7jcfa:fixed:np3762","43.463233315","-3.798347265"
"2015-12-25T22:08:12.000Z","43.463275658,-3.798354641","true","urn:smartsantander:entityType:parkingSensor","urn:x-iot:smartsantander:u7jcfa:fixed:np3761","43.463275658","-3.798354641"
"2015-12-24T11:41:44.000Z","43.463306807,-3.798360005","true","urn:smartsantander:entityType:parkingSensor","urn:x-iot:smartsantander:u7jcfa:fixed:np3760","43.463306807","-3.798360005"
"2015-11-28T00:05:06.000Z","43.463341362,-3.798369393","true","urn:smartsantander:entityType:parkingSensor","urn:x-iot:smartsantander:u7jcfa:fixed:np3759","43.463341362","-3.798369393"
"2015-11-19T09:55:20.000Z","43.463382245,-3.798376769","true","urn:smartsantander:entityType:parkingSensor","urn:x-iot:smartsantander:u7jcfa:fixed:np3758","43.463382245","-3.798376769"
"2015-12-28T00:13:58.000Z","43.463573516,-3.798475340","false","urn:smartsantander:entityType:parkingSensor","urn:x-iot:smartsantander:u7jcfa:fixed:np3757","43.463573516","-3.798475340"
"2015-12-27T22:31:35.000Z","43.463611965,-3.798482716","true","urn:smartsantander:entityType:parkingSensor","urn:x-iot:smartsantander:u7jcfa:fixed:np3756","43.463611965","-3.798482716"
"2015-12-05T13:33:20.000Z","43.463651874,-3.798492104","true","urn:smartsantander:entityType:parkingSensor","urn:x-iot:smartsantander:u7jcfa:fixed:np3755","43.463651874","-3.798492104"
"2015-12-21T09:08:47.000Z","43.463746139,-3.798507821","true","urn:smartsantander:entityType:parkingSensor","urn:x-iot:smartsantander:u7jcfa:fixed:np3754","43.463746139","-3.798507821"
"2015-12-27T18:59:46.000Z","43.463790915,-3.798515198","true","urn:smartsantander:entityType:parkingSensor","urn:x-iot:smartsantander:u7jcfa:fixed:np3753","43.463790915","-3.798515198"
"2015-12-27T21:43:12.000Z","43.464128192,-3.798515198","true","urn:smartsantander:entityType:parkingSensor","urn:x-iot:smartsantander:u7jcfa:fixed:np3747","43.464128192","-3.798515198"
"2015-12-27T19:04:08.000Z","43.464079523,-3.798507151","true","urn:smartsantander:entityType:parkingSensor","urn:x-iot:smartsantander:u7jcfa:fixed:np3745","43.464079523","-3.798507151"
"2015-12-23T18:54:02.000Z","43.464045941,-3.798497093","true","urn:smartsantander:entityType:parkingSensor","urn:x-iot:smartsantander:u7jcfa:fixed:np3746","43.464045941","-3.798497093"
"2015-12-27T23:07:27.000Z","43.464006033,-3.798488375","false","urn:smartsantander:entityType:parkingSensor","urn:x-iot:smartsantander:u7jcfa:fixed:np3744","43.464006033","-3.798488375"
"2015-12-27T22:26:31.000Z","43.464210929,-3.798524585","false","urn:smartsantander:entityType:parkingSensor","urn:x-iot:smartsantander:u7jcfa:fixed:np3743","43.464210929","-3.798524585"
"2015-12-27T22:26:15.000Z","43.464256678,-3.798535314","true","urn:smartsantander:entityType:parkingSensor","urn:x-iot:smartsantander:u7jcfa:fixed:np3742","43.464256678","-3.798535314"
"2015-12-05T01:04:16.000Z","43.464293666,-3.798539337","true","urn:smartsantander:entityType:parkingSensor","urn:x-iot:smartsantander:u7jcfa:fixed:np3741","43.464293666","-3.798539337"
"2015-12-03T07:58:34.000Z","43.464326761,-3.798543361","true","urn:smartsantander:entityType:parkingSensor","urn:x-iot:smartsantander:u7jcfa:fixed:np3740","43.464326761","-3.798543361"
"2015-12-27T23:37:31.000Z","43.464362776,-3.798550066","false","urn:smartsantander:entityType:parkingSensor","urn:x-iot:smartsantander:u7jcfa:fixed:np3739","43.464362776","-3.798550066"
"1970-01-01T00:00:08.000Z","43.462670204,-3.798541725","true","urn:smartsantander:entityType:parkingSensor","urn:x-iot:smartsantander:u7jcfa:fixed:np3738","43.462670204","-3.798541725"
"2015-12-09T14:33:45.000Z","43.462664850,-3.798610121","true","urn:smartsantander:entityType:parkingSensor","urn:x-iot:smartsantander:u7jcfa:fixed:np3737","43.462664850","-3.798610121"
"1970-01-01T00:00:08.000Z","43.462658036,-3.798664436","true","urn:smartsantander:entityType:parkingSensor","urn:x-iot:smartsantander:u7jcfa:fixed:np3736","43.462658036","-3.798664436"
